signature,file,startline,startcol,endline,endcol,properties
Lcom/android/org/bouncycastle/asn1/x509/AlgorithmIdentifier;-><init>(Lcom/android/org/bouncycastle/asn1/ASN1ObjectIdentifier;)V,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/asn1/x509/AlgorithmIdentifier.java,44,5,44,51,
Lcom/android/org/bouncycastle/asn1/x509/AlgorithmIdentifier;-><init>(Lcom/android/org/bouncycastle/asn1/ASN1ObjectIdentifier;Lcom/android/org/bouncycastle/asn1/ASN1Encodable;)V,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/asn1/x509/AlgorithmIdentifier.java,51,5,51,51,
Lcom/android/org/bouncycastle/asn1/x509/Certificate;->getInstance(Ljava/lang/Object;)Lcom/android/org/bouncycastle/asn1/x509/Certificate;,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/asn1/x509/Certificate.java,38,5,38,51,
Lcom/android/org/bouncycastle/asn1/x509/DigestInfo;-><init>(Lcom/android/org/bouncycastle/asn1/x509/AlgorithmIdentifier;[B)V,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/asn1/x509/DigestInfo.java,53,5,53,95,maxTargetSdk=30&trackingBug=170729553L
Lcom/android/org/bouncycastle/asn1/x509/SubjectPublicKeyInfo;->getInstance(Ljava/lang/Object;)Lcom/android/org/bouncycastle/asn1/x509/SubjectPublicKeyInfo;,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/asn1/x509/SubjectPublicKeyInfo.java,36,5,36,51,
Lcom/android/org/bouncycastle/asn1/x509/Time;-><init>(Ljava/util/Date;)V,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/asn1/x509/Time.java,56,5,56,51,
Lcom/android/org/bouncycastle/asn1/x509/V3TBSCertificateGenerator;-><init>()V,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/asn1/x509/V3TBSCertificateGenerator.java,47,5,47,51,
Lcom/android/org/bouncycastle/asn1/x509/V3TBSCertificateGenerator;->setSerialNumber(Lcom/android/org/bouncycastle/asn1/ASN1Integer;)V,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/asn1/x509/V3TBSCertificateGenerator.java,52,5,52,51,
Lcom/android/org/bouncycastle/asn1/x509/V3TBSCertificateGenerator;->setSignature(Lcom/android/org/bouncycastle/asn1/x509/AlgorithmIdentifier;)V,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/asn1/x509/V3TBSCertificateGenerator.java,59,5,59,51,
Lcom/android/org/bouncycastle/asn1/x509/V3TBSCertificateGenerator;->setIssuer(Lcom/android/org/bouncycastle/asn1/x509/X509Name;)V,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/asn1/x509/V3TBSCertificateGenerator.java,69,5,69,51,
Lcom/android/org/bouncycastle/asn1/x509/V3TBSCertificateGenerator;->setStartDate(Lcom/android/org/bouncycastle/asn1/x509/Time;)V,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/asn1/x509/V3TBSCertificateGenerator.java,88,5,88,51,
Lcom/android/org/bouncycastle/asn1/x509/V3TBSCertificateGenerator;->setEndDate(Lcom/android/org/bouncycastle/asn1/x509/Time;)V,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/asn1/x509/V3TBSCertificateGenerator.java,101,5,101,51,
Lcom/android/org/bouncycastle/asn1/x509/V3TBSCertificateGenerator;->setSubject(Lcom/android/org/bouncycastle/asn1/x509/X509Name;)V,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/asn1/x509/V3TBSCertificateGenerator.java,111,5,111,51,
Lcom/android/org/bouncycastle/asn1/x509/V3TBSCertificateGenerator;->setSubjectPublicKeyInfo(Lcom/android/org/bouncycastle/asn1/x509/SubjectPublicKeyInfo;)V,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/asn1/x509/V3TBSCertificateGenerator.java,136,5,136,51,
Lcom/android/org/bouncycastle/asn1/x509/V3TBSCertificateGenerator;->generateTBSCertificate()Lcom/android/org/bouncycastle/asn1/x509/TBSCertificate;,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/asn1/x509/V3TBSCertificateGenerator.java,168,5,168,51,
Lcom/android/org/bouncycastle/asn1/x509/X509Name;->CN:Lcom/android/org/bouncycastle/asn1/ASN1ObjectIdentifier;,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/asn1/x509/X509Name.java,71,5,71,95,maxTargetSdk=30&trackingBug=170729553L
Lcom/android/org/bouncycastle/asn1/x509/X509Name;-><init>(Lcom/android/org/bouncycastle/asn1/ASN1Sequence;)V,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/asn1/x509/X509Name.java,408,5,408,95,maxTargetSdk=30&trackingBug=170729553L
Lcom/android/org/bouncycastle/asn1/x509/X509Name;-><init>(Ljava/lang/String;)V,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/asn1/x509/X509Name.java,597,5,597,51,
Lcom/android/org/bouncycastle/asn1/x509/X509Name;->getOIDs()Ljava/util/Vector;,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/asn1/x509/X509Name.java,869,5,869,95,maxTargetSdk=30&trackingBug=170729553L
Lcom/android/org/bouncycastle/asn1/x509/X509Name;->getValues()Ljava/util/Vector;,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/asn1/x509/X509Name.java,886,5,886,95,maxTargetSdk=30&trackingBug=170729553L
Lcom/android/org/bouncycastle/asn1/x9/X9ObjectIdentifiers;->ecdsa_with_SHA256:Lcom/android/org/bouncycastle/asn1/ASN1ObjectIdentifier;,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/asn1/x9/X9ObjectIdentifiers.java,57,5,57,51,
Lcom/android/org/bouncycastle/jce/X509Principal;-><init>([B)V,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/jce/X509Principal.java,47,5,47,51,
Lcom/android/org/bouncycastle/jce/provider/BouncyCastleProvider;-><init>()V,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/jce/provider/BouncyCastleProvider.java,163,5,163,51,
Lcom/android/org/bouncycastle/jce/provider/X509CertificateObject;-><init>(Lcom/android/org/bouncycastle/asn1/x509/Certificate;)V,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/jce/provider/X509CertificateObject.java,87,5,87,51,
Lcom/android/org/bouncycastle/x509/X509V3CertificateGenerator;-><init>()V,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/x509/X509V3CertificateGenerator.java,60,5,60,51,
Lcom/android/org/bouncycastle/x509/X509V3CertificateGenerator;->setSerialNumber(Ljava/math/BigInteger;)V,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/x509/X509V3CertificateGenerator.java,79,5,79,51,
Lcom/android/org/bouncycastle/x509/X509V3CertificateGenerator;->setIssuerDN(Ljavax/security/auth/x500/X500Principal;)V,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/x509/X509V3CertificateGenerator.java,95,5,95,51,
Lcom/android/org/bouncycastle/x509/X509V3CertificateGenerator;->setIssuerDN(Lcom/android/org/bouncycastle/asn1/x509/X509Name;)V,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/x509/X509V3CertificateGenerator.java,113,5,113,51,
Lcom/android/org/bouncycastle/x509/X509V3CertificateGenerator;->setNotBefore(Ljava/util/Date;)V,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/x509/X509V3CertificateGenerator.java,120,5,120,51,
Lcom/android/org/bouncycastle/x509/X509V3CertificateGenerator;->setNotAfter(Ljava/util/Date;)V,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/x509/X509V3CertificateGenerator.java,127,5,127,51,
Lcom/android/org/bouncycastle/x509/X509V3CertificateGenerator;->setSubjectDN(Ljavax/security/auth/x500/X500Principal;)V,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/x509/X509V3CertificateGenerator.java,137,5,137,51,
Lcom/android/org/bouncycastle/x509/X509V3CertificateGenerator;->setSubjectDN(Lcom/android/org/bouncycastle/asn1/x509/X509Name;)V,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/x509/X509V3CertificateGenerator.java,154,5,154,51,
Lcom/android/org/bouncycastle/x509/X509V3CertificateGenerator;->setPublicKey(Ljava/security/PublicKey;)V,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/x509/X509V3CertificateGenerator.java,161,5,161,51,
Lcom/android/org/bouncycastle/x509/X509V3CertificateGenerator;->setSignatureAlgorithm(Ljava/lang/String;)V,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/x509/X509V3CertificateGenerator.java,183,5,183,51,
Lcom/android/org/bouncycastle/x509/X509V3CertificateGenerator;->generate(Ljava/security/PrivateKey;)Ljava/security/cert/X509Certificate;,external/bouncycastle/repackaged/bcprov/src/main/java/com/android/org/bouncycastle/x509/X509V3CertificateGenerator.java,425,5,425,51,
Ljava/io/Console;->encoding()Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/io/Console.java,78,5,78,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/io/File;->filePath:Ljava/nio/file/Path;,libcore/ojluni/annotations/hiddenapi/java/io/File.java,301,5,301,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/io/File;->fs:Ljava/io/FileSystem;,libcore/ojluni/annotations/hiddenapi/java/io/File.java,304,5,304,25,
Ljava/io/File;->path:Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/io/File.java,311,5,311,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/io/File;->prefixLength:I,libcore/ojluni/annotations/hiddenapi/java/io/File.java,330,5,330,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/io/File;->status:Ljava/io/File$PathStatus;,libcore/ojluni/annotations/hiddenapi/java/io/File.java,351,5,351,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/io/FileDescriptor;->getInt$()I,libcore/ojluni/annotations/hiddenapi/java/io/FileDescriptor.java,47,5,47,25,
Ljava/io/FileDescriptor;->setInt$(I)V,libcore/ojluni/annotations/hiddenapi/java/io/FileDescriptor.java,52,5,52,25,
Ljava/io/FileDescriptor;->isSocket$()Z,libcore/ojluni/annotations/hiddenapi/java/io/FileDescriptor.java,69,5,69,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/io/FileDescriptor;->descriptor:I,libcore/ojluni/annotations/hiddenapi/java/io/FileDescriptor.java,82,5,82,25,
Ljava/io/FileInputStream;->fd:Ljava/io/FileDescriptor;,libcore/ojluni/annotations/hiddenapi/java/io/FileInputStream.java,107,5,107,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/io/FileOutputStream;->channel:Ljava/nio/channels/FileChannel;,libcore/ojluni/annotations/hiddenapi/java/io/FileOutputStream.java,101,5,101,25,
Ljava/io/FileOutputStream;->fd:Ljava/io/FileDescriptor;,libcore/ojluni/annotations/hiddenapi/java/io/FileOutputStream.java,112,5,112,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/io/FileSystem;->getSeparator()C,libcore/ojluni/annotations/hiddenapi/java/io/FileSystem.java,38,5,38,25,
Ljava/io/FileSystem;->getPathSeparator()C,libcore/ojluni/annotations/hiddenapi/java/io/FileSystem.java,41,5,41,25,
Ljava/io/FileSystem;->normalize(Ljava/lang/String;)Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/io/FileSystem.java,44,5,44,25,
Ljava/io/FileSystem;->prefixLength(Ljava/lang/String;)I,libcore/ojluni/annotations/hiddenapi/java/io/FileSystem.java,47,5,47,25,
Ljava/io/FileSystem;->resolve(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/io/FileSystem.java,50,5,50,25,
Ljava/io/FileSystem;->getDefaultParent()Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/io/FileSystem.java,53,5,53,25,
Ljava/io/FileSystem;->fromURIPath(Ljava/lang/String;)Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/io/FileSystem.java,56,5,56,25,
Ljava/io/FileSystem;->isAbsolute(Ljava/io/File;)Z,libcore/ojluni/annotations/hiddenapi/java/io/FileSystem.java,59,5,59,25,
Ljava/io/FileSystem;->resolve(Ljava/io/File;)Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/io/FileSystem.java,62,5,62,25,
Ljava/io/FileSystem;->canonicalize(Ljava/lang/String;)Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/io/FileSystem.java,65,5,65,25,
Ljava/io/FileSystem;->getBooleanAttributes(Ljava/io/File;)I,libcore/ojluni/annotations/hiddenapi/java/io/FileSystem.java,68,5,68,25,
Ljava/io/FileSystem;->checkAccess(Ljava/io/File;I)Z,libcore/ojluni/annotations/hiddenapi/java/io/FileSystem.java,71,5,71,25,
Ljava/io/FileSystem;->setPermission(Ljava/io/File;IZZ)Z,libcore/ojluni/annotations/hiddenapi/java/io/FileSystem.java,74,5,74,25,
Ljava/io/FileSystem;->getLastModifiedTime(Ljava/io/File;)J,libcore/ojluni/annotations/hiddenapi/java/io/FileSystem.java,78,5,78,25,
Ljava/io/FileSystem;->getLength(Ljava/io/File;)J,libcore/ojluni/annotations/hiddenapi/java/io/FileSystem.java,81,5,81,25,
Ljava/io/FileSystem;->createFileExclusively(Ljava/lang/String;)Z,libcore/ojluni/annotations/hiddenapi/java/io/FileSystem.java,84,5,84,25,
Ljava/io/FileSystem;->delete(Ljava/io/File;)Z,libcore/ojluni/annotations/hiddenapi/java/io/FileSystem.java,88,5,88,25,
Ljava/io/FileSystem;->list(Ljava/io/File;)[Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/io/FileSystem.java,91,5,91,25,
Ljava/io/FileSystem;->createDirectory(Ljava/io/File;)Z,libcore/ojluni/annotations/hiddenapi/java/io/FileSystem.java,94,5,94,25,
Ljava/io/FileSystem;->rename(Ljava/io/File;Ljava/io/File;)Z,libcore/ojluni/annotations/hiddenapi/java/io/FileSystem.java,97,5,97,25,
Ljava/io/FileSystem;->setLastModifiedTime(Ljava/io/File;J)Z,libcore/ojluni/annotations/hiddenapi/java/io/FileSystem.java,100,5,100,25,
Ljava/io/FileSystem;->setReadOnly(Ljava/io/File;)Z,libcore/ojluni/annotations/hiddenapi/java/io/FileSystem.java,103,5,103,25,
Ljava/io/FileSystem;->listRoots()[Ljava/io/File;,libcore/ojluni/annotations/hiddenapi/java/io/FileSystem.java,106,5,106,25,
Ljava/io/FileSystem;->getSpace(Ljava/io/File;I)J,libcore/ojluni/annotations/hiddenapi/java/io/FileSystem.java,109,5,109,25,
Ljava/io/FileSystem;->compare(Ljava/io/File;Ljava/io/File;)I,libcore/ojluni/annotations/hiddenapi/java/io/FileSystem.java,112,5,112,25,
Ljava/io/FileSystem;->hashCode(Ljava/io/File;)I,libcore/ojluni/annotations/hiddenapi/java/io/FileSystem.java,115,5,115,25,
Ljava/io/ObjectInputStream;->bytesToFloats([BI[FII)V,libcore/ojluni/annotations/hiddenapi/java/io/ObjectInputStream.java,272,5,272,25,
Ljava/io/ObjectInputStream;->bytesToDoubles([BI[DII)V,libcore/ojluni/annotations/hiddenapi/java/io/ObjectInputStream.java,276,5,276,25,
Ljava/io/ObjectInputStream;->bin:Ljava/io/ObjectInputStream$BlockDataInputStream;,libcore/ojluni/annotations/hiddenapi/java/io/ObjectInputStream.java,290,5,290,25,
Ljava/io/ObjectOutputStream;->protocol:I,libcore/ojluni/annotations/hiddenapi/java/io/ObjectOutputStream.java,303,5,303,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/io/ObjectStreamClass;->getLocalDesc()Ljava/io/ObjectStreamClass;,libcore/ojluni/annotations/hiddenapi/java/io/ObjectStreamClass.java,127,5,127,25,
Ljava/io/ObjectStreamClass;->hasWriteObjectData()Z,libcore/ojluni/annotations/hiddenapi/java/io/ObjectStreamClass.java,160,5,160,25,
Ljava/io/ObjectStreamClass;->hasReadObjectMethod()Z,libcore/ojluni/annotations/hiddenapi/java/io/ObjectStreamClass.java,173,5,173,25,
Ljava/io/ObjectStreamClass;->hasReadObjectNoDataMethod()Z,libcore/ojluni/annotations/hiddenapi/java/io/ObjectStreamClass.java,178,5,178,25,
Ljava/io/ObjectStreamClass;->newInstance()Ljava/lang/Object;,libcore/ojluni/annotations/hiddenapi/java/io/ObjectStreamClass.java,191,5,191,25,
Ljava/io/ObjectStreamClass;->getPrimDataSize()I,libcore/ojluni/annotations/hiddenapi/java/io/ObjectStreamClass.java,234,5,234,25,
Ljava/io/ObjectStreamClass;->getNumObjFields()I,libcore/ojluni/annotations/hiddenapi/java/io/ObjectStreamClass.java,239,5,239,25,
Ljava/io/ObjectStreamClass;->computeFieldOffsets()V,libcore/ojluni/annotations/hiddenapi/java/io/ObjectStreamClass.java,260,5,260,25,
Ljava/io/ObjectStreamClass;->computeDefaultSUID(Ljava/lang/Class;)J,libcore/ojluni/annotations/hiddenapi/java/io/ObjectStreamClass.java,339,5,339,25,
Ljava/io/ObjectStreamClass;->getConstructorId(Ljava/lang/Class;)J,libcore/ojluni/annotations/hiddenapi/java/io/ObjectStreamClass.java,359,5,359,25,
Ljava/io/ObjectStreamClass;->newInstance(Ljava/lang/Class;J)Ljava/lang/Object;,libcore/ojluni/annotations/hiddenapi/java/io/ObjectStreamClass.java,364,5,364,25,
Ljava/io/ObjectStreamClass;->fields:[Ljava/io/ObjectStreamField;,libcore/ojluni/annotations/hiddenapi/java/io/ObjectStreamClass.java,399,5,399,25,
Ljava/io/ObjectStreamField;->getField()Ljava/lang/reflect/Field;,libcore/ojluni/annotations/hiddenapi/java/io/ObjectStreamField.java,89,5,89,25,
Ljava/io/RandomAccessFile;->fd:Ljava/io/FileDescriptor;,libcore/ojluni/annotations/hiddenapi/java/io/RandomAccessFile.java,228,5,228,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/AbstractStringBuilder;->value:[C,libcore/ojluni/annotations/hiddenapi/java/lang/AbstractStringBuilder.java,272,5,272,25,
Ljava/lang/Boolean;->value:Z,libcore/ojluni/annotations/hiddenapi/java/lang/Boolean.java,126,5,126,56,maxTargetSdk=28
Ljava/lang/Byte;->toHexString(BZ)Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/lang/Byte.java,130,5,130,25,
Ljava/lang/Byte;->value:B,libcore/ojluni/annotations/hiddenapi/java/lang/Byte.java,166,5,166,56,maxTargetSdk=28
Ljava/lang/Character;->value:C,libcore/ojluni/annotations/hiddenapi/java/lang/Character.java,604,5,604,56,maxTargetSdk=28
Ljava/lang/Class;-><init>()V,libcore/ojluni/annotations/hiddenapi/java/lang/Class.java,38,5,38,25,
Ljava/lang/Class;->getDeclaredMethodsUnchecked(Z)[Ljava/lang/reflect/Method;,libcore/ojluni/annotations/hiddenapi/java/lang/Class.java,251,5,251,25,
Ljava/lang/Class;->getMethod(Ljava/lang/String;[Ljava/lang/Class;Z)Ljava/lang/reflect/Method;,libcore/ojluni/annotations/hiddenapi/java/lang/Class.java,273,5,273,25,
Ljava/lang/Class;->accessFlags:I,libcore/ojluni/annotations/hiddenapi/java/lang/Class.java,414,5,414,25,
Ljava/lang/Class;->classLoader:Ljava/lang/ClassLoader;,libcore/ojluni/annotations/hiddenapi/java/lang/Class.java,419,5,419,25,
Ljava/lang/Class;->clinitThreadId:I,libcore/ojluni/annotations/hiddenapi/java/lang/Class.java,424,5,424,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/Class;->dexCache:Ljava/lang/Object;,libcore/ojluni/annotations/hiddenapi/java/lang/Class.java,431,5,431,25,
Ljava/lang/Class;->dexClassDefIndex:I,libcore/ojluni/annotations/hiddenapi/java/lang/Class.java,434,5,434,25,
Ljava/lang/Class;->ifTable:[Ljava/lang/Object;,libcore/ojluni/annotations/hiddenapi/java/lang/Class.java,443,5,443,25,
Ljava/lang/Class;->name:Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/lang/Class.java,448,5,448,25,
Ljava/lang/Class;->objectSize:I,libcore/ojluni/annotations/hiddenapi/java/lang/Class.java,455,5,455,25,
Ljava/lang/Class;->status:I,libcore/ojluni/annotations/hiddenapi/java/lang/Class.java,468,5,468,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/ClassLoader;->parent:Ljava/lang/ClassLoader;,libcore/ojluni/annotations/hiddenapi/java/lang/ClassLoader.java,230,5,230,25,
Ljava/lang/Double;->value:D,libcore/ojluni/annotations/hiddenapi/java/lang/Double.java,183,5,183,56,maxTargetSdk=28
Ljava/lang/Enum;->getSharedConstants(Ljava/lang/Class;)[Ljava/lang/Enum;,libcore/ojluni/annotations/hiddenapi/java/lang/Enum.java,80,5,80,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/Enum;->name:Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/lang/Enum.java,99,5,99,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/Enum;->ordinal:I,libcore/ojluni/annotations/hiddenapi/java/lang/Enum.java,106,5,106,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/Float;->value:F,libcore/ojluni/annotations/hiddenapi/java/lang/Float.java,186,5,186,56,maxTargetSdk=28
Ljava/lang/Integer;->value:I,libcore/ojluni/annotations/hiddenapi/java/lang/Integer.java,308,5,308,56,maxTargetSdk=28
Ljava/lang/Long;->value:J,libcore/ojluni/annotations/hiddenapi/java/lang/Long.java,272,5,272,56,maxTargetSdk=28
Ljava/lang/Object;->identityHashCode(Ljava/lang/Object;)I,libcore/ojluni/annotations/hiddenapi/java/lang/Object.java,46,5,46,25,
Ljava/lang/Runtime;-><init>()V,libcore/ojluni/annotations/hiddenapi/java/lang/Runtime.java,34,5,34,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/Runtime;->load(Ljava/lang/String;Ljava/lang/ClassLoader;)V,libcore/ojluni/annotations/hiddenapi/java/lang/Runtime.java,134,5,134,25,
Ljava/lang/Runtime;->loadLibrary(Ljava/lang/String;Ljava/lang/ClassLoader;)V,libcore/ojluni/annotations/hiddenapi/java/lang/Runtime.java,151,5,151,25,
Ljava/lang/Runtime;->loadLibrary0(Ljava/lang/ClassLoader;Ljava/lang/String;)V,libcore/ojluni/annotations/hiddenapi/java/lang/Runtime.java,156,5,156,25,
Ljava/lang/Runtime;->nativeLoad(Ljava/lang/String;Ljava/lang/ClassLoader;)Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/lang/Runtime.java,169,5,169,25,
Ljava/lang/Runtime;->mLibPaths:[Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/lang/Runtime.java,189,5,189,25,
Ljava/lang/Short;->value:S,libcore/ojluni/annotations/hiddenapi/java/lang/Short.java,153,5,153,56,maxTargetSdk=28
Ljava/lang/StackTraceElement;->declaringClass:Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/lang/StackTraceElement.java,73,5,73,25,
